# freq, re(lna), im(lna), re(amb), im(amb), re(hot), im(hot), re(open), im(open), re(short), im(short), re(sr_s11), im(sr_s11_, re(sr_s12), im(sr_s12), re(sr_s22_, im(sr_s22)
58.752441 1.472034e-03 1.768174e-02 1.080770e-02 -1.219312e-03 1.212116e-02 -1.313409e-03 -8.321843e-01 4.612268e-01 8.307445e-01 -4.650097e-01 1.235578e-03 1.252842e-03 9.524162e-01 -2.906717e-01 3.615957e-03 9.321077e-04
58.801270 1.474113e-03 1.766088e-02 1.080886e-02 -1.221371e-03 1.212273e-02 -1.315458e-03 -8.233991e-01 4.766366e-01 8.219051e-01 -4.804934e-01 1.236795e-03 1.253039e-03 9.523426e-01 -2.909035e-01 3.617452e-03 9.312669e-04
58.850098 1.476116e-03 1.764008e-02 1.081001e-02 -1.223430e-03 1.212431e-02 -1.317511e-03 -8.143294e-01 4.918793e-01 8.127765e-01 -4.958084e-01 1.238009e-03 1.253242e-03 9.522689e-01 -2.911354e-01 3.618950e-03 9.304150e-04
58.898926 1.478045e-03 1.761934e-02 1.081118e-02 -1.225490e-03 1.212588e-02 -1.319569e-03 -8.049781e-01 5.069500e-01 8.033619e-01 -5.109498e-01 1.239223e-03 1.253449e-03 9.521951e-01 -2.913672e-01 3.620453e-03 9.295525e-04
58.947754 1.479899e-03 1.759866e-02 1.081234e-02 -1.227552e-03 1.212745e-02 -1.321630e-03 -7.953485e-01 5.218435e-01 7.936644e-01 -5.259121e-01 1.240437e-03 1.253660e-03 9.521213e-01 -2.915990e-01 3.621960e-03 9.286798e-04
58.996582 1.481679e-03 1.757804e-02 1.081350e-02 -1.229614e-03 1.212902e-02 -1.323695e-03 -7.854438e-01 5.365547e-01 7.836877e-01 -5.406900e-01 1.241651e-03 1.253875e-03 9.520475e-01 -2.918307e-01 3.623473e-03 9.277972e-04
59.045410 1.483387e-03 1.755747e-02 1.081467e-02 -1.231678e-03 1.213059e-02 -1.325764e-03 -7.752675e-01 5.510785e-01 7.734351e-01 -5.552783e-01 1.242865e-03 1.254092e-03 9.519736e-01 -2.920624e-01 3.624991e-03 9.269054e-04
59.094238 1.485022e-03 1.753697e-02 1.081584e-02 -1.233743e-03 1.213215e-02 -1.327838e-03 -7.648232e-01 5.654100e-01 7.629102e-01 -5.696718e-01 1.244081e-03 1.254311e-03 9.518996e-01 -2.922941e-01 3.626515e-03 9.260048e-04
59.143066 1.486586e-03 1.751652e-02 1.081701e-02 -1.235809e-03 1.213371e-02 -1.329915e-03 -7.541145e-01 5.795442e-01 7.521169e-01 -5.838654e-01 1.245299e-03 1.254532e-03 9.518256e-01 -2.925257e-01 3.628047e-03 9.250959e-04
59.191895 1.488079e-03 1.749614e-02 1.081819e-02 -1.237877e-03 1.213526e-02 -1.331996e-03 -7.431448e-01 5.934765e-01 7.410586e-01 -5.978542e-01 1.246519e-03 1.254754e-03 9.517516e-01 -2.927573e-01 3.629585e-03 9.241795e-04
59.240723 1.489502e-03 1.747581e-02 1.081937e-02 -1.239947e-03 1.213682e-02 -1.334080e-03 -7.319185e-01 6.072016e-01 7.297397e-01 -6.116329e-01 1.247743e-03 1.254976e-03 9.516775e-01 -2.929889e-01 3.631130e-03 9.232560e-04
59.289551 1.490855e-03 1.745554e-02 1.082055e-02 -1.242017e-03 1.213836e-02 -1.336168e-03 -7.204392e-01 6.207151e-01 7.181640e-01 -6.251967e-01 1.248970e-03 1.255198e-03 9.516033e-01 -2.932204e-01 3.632684e-03 9.223261e-04
59.338379 1.492140e-03 1.743534e-02 1.082173e-02 -1.244090e-03 1.213991e-02 -1.338260e-03 -7.087108e-01 6.340123e-01 7.063356e-01 -6.385409e-01 1.250201e-03 1.255418e-03 9.515292e-01 -2.934519e-01 3.634245e-03 9.213904e-04
59.387207 1.493356e-03 1.741519e-02 1.082291e-02 -1.246164e-03 1.214145e-02 -1.340355e-03 -6.967374e-01 6.470887e-01 6.942586e-01 -6.516606e-01 1.251437e-03 1.255637e-03 9.514549e-01 -2.936834e-01 3.635815e-03 9.204496e-04
59.436035 1.494504e-03 1.739510e-02 1.082410e-02 -1.248240e-03 1.214298e-02 -1.342453e-03 -6.845231e-01 6.599397e-01 6.819374e-01 -6.645514e-01 1.252678e-03 1.255853e-03 9.513806e-01 -2.939148e-01 3.637394e-03 9.195043e-04
59.484863 1.495586e-03 1.737507e-02 1.082529e-02 -1.250317e-03 1.214451e-02 -1.344554e-03 -6.720723e-01 6.725609e-01 6.693762e-01 -6.772084e-01 1.253926e-03 1.256066e-03 9.513063e-01 -2.941462e-01 3.638982e-03 9.185553e-04
59.533691 1.496601e-03 1.735511e-02 1.082649e-02 -1.252396e-03 1.214603e-02 -1.346659e-03 -6.593891e-01 6.849480e-01 6.565796e-01 -6.896274e-01 1.255179e-03 1.256275e-03 9.512319e-01 -2.943776e-01 3.640578e-03 9.176031e-04
59.582520 1.497551e-03 1.733520e-02 1.082768e-02 -1.254478e-03 1.214755e-02 -1.348766e-03 -6.464777e-01 6.970970e-01 6.435518e-01 -7.018041e-01 1.256439e-03 1.256480e-03 9.511575e-01 -2.946090e-01 3.642184e-03 9.166484e-04
59.631348 1.498435e-03 1.731536e-02 1.082888e-02 -1.256561e-03 1.214906e-02 -1.350875e-03 -6.333430e-01 7.090033e-01 6.302980e-01 -7.137337e-01 1.257707e-03 1.256679e-03 9.510831e-01 -2.948403e-01 3.643799e-03 9.156920e-04
59.680176 1.499255e-03 1.729557e-02 1.083008e-02 -1.258646e-03 1.215056e-02 -1.352988e-03 -6.199895e-01 7.206628e-01 6.168225e-01 -7.254122e-01 1.258982e-03 1.256873e-03 9.510086e-01 -2.950716e-01 3.645423e-03 9.147344e-04
59.729004 1.500011e-03 1.727585e-02 1.083128e-02 -1.260733e-03 1.215206e-02 -1.355102e-03 -6.064216e-01 7.320718e-01 6.031302e-01 -7.368354e-01 1.260265e-03 1.257061e-03 9.509340e-01 -2.953029e-01 3.647057e-03 9.137763e-04
59.777832 1.500703e-03 1.725619e-02 1.083248e-02 -1.262822e-03 1.215355e-02 -1.357218e-03 -5.926440e-01 7.432261e-01 5.892260e-01 -7.479994e-01 1.261557e-03 1.257242e-03 9.508594e-01 -2.955341e-01 3.648701e-03 9.128184e-04
59.826660 1.501333e-03 1.723659e-02 1.083368e-02 -1.264914e-03 1.215504e-02 -1.359337e-03 -5.786616e-01 7.541220e-01 5.751146e-01 -7.589001e-01 1.262857e-03 1.257416e-03 9.507848e-01 -2.957654e-01 3.650354e-03 9.118613e-04
59.875488 1.501900e-03 1.721705e-02 1.083489e-02 -1.267007e-03 1.215652e-02 -1.361457e-03 -5.644790e-01 7.647558e-01 5.608013e-01 -7.695338e-01 1.264167e-03 1.257582e-03 9.507101e-01 -2.959966e-01 3.652016e-03 9.109056e-04
59.924316 1.502406e-03 1.719757e-02 1.083610e-02 -1.269103e-03 1.215799e-02 -1.363579e-03 -5.501013e-01 7.751238e-01 5.462910e-01 -7.798966e-01 1.265486e-03 1.257740e-03 9.506353e-01 -2.962278e-01 3.653687e-03 9.099518e-04
59.973145 1.502851e-03 1.717815e-02 1.083731e-02 -1.271201e-03 1.215945e-02 -1.365702e-03 -5.355331e-01 7.852225e-01 5.315886e-01 -7.899850e-01 1.266814e-03 1.257889e-03 9.505605e-01 -2.964589e-01 3.655368e-03 9.090005e-04
60.021973 1.503235e-03 1.715880e-02 1.083852e-02 -1.273301e-03 1.216091e-02 -1.367827e-03 -5.207799e-01 7.950482e-01 5.167000e-01 -7.997951e-01 1.268152e-03 1.258028e-03 9.504857e-01 -2.966901e-01 3.657058e-03 9.080523e-04
60.070801 1.503559e-03 1.713950e-02 1.083973e-02 -1.275403e-03 1.216236e-02 -1.369952e-03 -5.058467e-01 8.045975e-01 5.016300e-01 -8.093237e-01 1.269500e-03 1.258158e-03 9.504108e-01 -2.969212e-01 3.658756e-03 9.071077e-04
60.119629 1.503824e-03 1.712027e-02 1.084094e-02 -1.277507e-03 1.216380e-02 -1.372078e-03 -4.907385e-01 8.138674e-01 4.863841e-01 -8.185672e-01 1.270859e-03 1.258278e-03 9.503359e-01 -2.971523e-01 3.660463e-03 9.061671e-04
60.168457 1.504030e-03 1.710110e-02 1.084215e-02 -1.279614e-03 1.216524e-02 -1.374205e-03 -4.754605e-01 8.228544e-01 4.709677e-01 -8.275226e-01 1.272227e-03 1.258388e-03 9.502609e-01 -2.973834e-01 3.662179e-03 9.052309e-04
60.217285 1.504177e-03 1.708200e-02 1.084337e-02 -1.281722e-03 1.216667e-02 -1.376332e-03 -4.600181e-01 8.315556e-01 4.553863e-01 -8.361866e-01 1.273606e-03 1.258486e-03 9.501859e-01 -2.976145e-01 3.663903e-03 9.042997e-04
60.266113 1.504266e-03 1.706295e-02 1.084458e-02 -1.283833e-03 1.216809e-02 -1.378460e-03 -4.444165e-01 8.399680e-01 4.396454e-01 -8.445562e-01 1.274994e-03 1.258574e-03 9.501109e-01 -2.978456e-01 3.665634e-03 9.033737e-04
60.314941 1.504298e-03 1.704397e-02 1.084579e-02 -1.285946e-03 1.216950e-02 -1.380587e-03 -4.286611e-01 8.480885e-01 4.237506e-01 -8.526285e-01 1.276394e-03 1.258651e-03 9.500357e-01 -2.980766e-01 3.667373e-03 9.024533e-04
60.363770 1.504273e-03 1.702504e-02 1.084701e-02 -1.288061e-03 1.217091e-02 -1.382715e-03 -4.127570e-01 8.559147e-01 4.077072e-01 -8.604006e-01 1.277803e-03 1.258716e-03 9.499606e-01 -2.983077e-01 3.669119e-03 9.015388e-04
60.412598 1.504191e-03 1.700618e-02 1.084822e-02 -1.290178e-03 1.217231e-02 -1.384842e-03 -3.967105e-01 8.634434e-01 3.915216e-01 -8.678697e-01 1.279222e-03 1.258770e-03 9.498854e-01 -2.985387e-01 3.670873e-03 9.006305e-04
60.461426 1.504053e-03 1.698739e-02 1.084943e-02 -1.292298e-03 1.217370e-02 -1.386968e-03 -3.805265e-01 8.706722e-01 3.751992e-01 -8.750331e-01 1.280652e-03 1.258812e-03 9.498101e-01 -2.987697e-01 3.672632e-03 8.997285e-04
60.510254 1.503860e-03 1.696865e-02 1.085064e-02 -1.294419e-03 1.217509e-02 -1.389094e-03 -3.642109e-01 8.775986e-01 3.587458e-01 -8.818885e-01 1.282091e-03 1.258842e-03 9.497348e-01 -2.990007e-01 3.674398e-03 8.988331e-04
60.559082 1.503612e-03 1.694998e-02 1.085185e-02 -1.296542e-03 1.217646e-02 -1.391219e-03 -3.477691e-01 8.842202e-01 3.421673e-01 -8.884334e-01 1.283539e-03 1.258860e-03 9.496595e-01 -2.992317e-01 3.676169e-03 8.979444e-04
60.607910 1.503309e-03 1.693137e-02 1.085306e-02 -1.298667e-03 1.217784e-02 -1.393344e-03 -3.312068e-01 8.905347e-01 3.254695e-01 -8.946656e-01 1.284997e-03 1.258866e-03 9.495841e-01 -2.994627e-01 3.677945e-03 8.970626e-04
60.656738 1.502953e-03 1.691282e-02 1.085427e-02 -1.300793e-03 1.217920e-02 -1.395466e-03 -3.145298e-01 8.965399e-01 3.086584e-01 -9.005827e-01 1.286464e-03 1.258861e-03 9.495086e-01 -2.996937e-01 3.679726e-03 8.961875e-04
60.705566 1.502542e-03 1.689433e-02 1.085548e-02 -1.302922e-03 1.218056e-02 -1.397588e-03 -2.977438e-01 9.022338e-01 2.917401e-01 -9.061829e-01 1.287940e-03 1.258843e-03 9.494331e-01 -2.999247e-01 3.681512e-03 8.953194e-04
60.754395 1.502078e-03 1.687591e-02 1.085669e-02 -1.305052e-03 1.218191e-02 -1.399708e-03 -2.808543e-01 9.076144e-01 2.747200e-01 -9.114642e-01 1.289424e-03 1.258814e-03 9.493576e-01 -3.001557e-01 3.683301e-03 8.944580e-04
60.803223 1.501562e-03 1.685755e-02 1.085789e-02 -1.307183e-03 1.218326e-02 -1.401827e-03 -2.638677e-01 9.126796e-01 2.576050e-01 -9.164247e-01 1.290916e-03 1.258773e-03 9.492820e-01 -3.003866e-01 3.685094e-03 8.936035e-04
60.852051 1.500993e-03 1.683925e-02 1.085909e-02 -1.309316e-03 1.218460e-02 -1.403943e-03 -2.467896e-01 9.174279e-01 2.404009e-01 -9.210626e-01 1.292416e-03 1.258720e-03 9.492063e-01 -3.006176e-01 3.686889e-03 8.927557e-04
60.900879 1.500372e-03 1.682101e-02 1.086029e-02 -1.311450e-03 1.218593e-02 -1.406058e-03 -2.296259e-01 9.218575e-01 2.231137e-01 -9.253764e-01 1.293923e-03 1.258656e-03 9.491306e-01 -3.008486e-01 3.688687e-03 8.919144e-04
60.949707 1.499699e-03 1.680284e-02 1.086149e-02 -1.313586e-03 1.218726e-02 -1.408171e-03 -2.123825e-01 9.259670e-01 2.057495e-01 -9.293647e-01 1.295436e-03 1.258581e-03 9.490549e-01 -3.010795e-01 3.690487e-03 8.910795e-04
60.998535 1.498976e-03 1.678473e-02 1.086268e-02 -1.315723e-03 1.218859e-02 -1.410282e-03 -1.950653e-01 9.297547e-01 1.883146e-01 -9.330260e-01 1.296956e-03 1.258494e-03 9.489791e-01 -3.013105e-01 3.692288e-03 8.902508e-04
61.047363 1.498201e-03 1.676668e-02 1.086388e-02 -1.317860e-03 1.218991e-02 -1.412390e-03 -1.776804e-01 9.332195e-01 1.708152e-01 -9.363591e-01 1.298482e-03 1.258398e-03 9.489032e-01 -3.015414e-01 3.694090e-03 8.894279e-04
61.096191 1.497377e-03 1.674869e-02 1.086507e-02 -1.319999e-03 1.219122e-02 -1.414496e-03 -1.602337e-01 9.363602e-01 1.532573e-01 -9.393630e-01 1.300013e-03 1.258290e-03 9.488274e-01 -3.017724e-01 3.695892e-03 8.886108e-04
61.145020 1.496502e-03 1.673077e-02 1.086626e-02 -1.322138e-03 1.219253e-02 -1.416600e-03 -1.427309e-01 9.391756e-01 1.356470e-01 -9.420365e-01 1.301548e-03 1.258173e-03 9.487514e-01 -3.020033e-01 3.697694e-03 8.877989e-04
61.193848 1.495578e-03 1.671290e-02 1.086744e-02 -1.324278e-03 1.219384e-02 -1.418701e-03 -1.251788e-01 9.416646e-01 1.179912e-01 -9.443788e-01 1.303088e-03 1.258046e-03 9.486754e-01 -3.022343e-01 3.699496e-03 8.869920e-04
61.242676 1.494605e-03 1.669511e-02 1.086862e-02 -1.326419e-03 1.219514e-02 -1.420799e-03 -1.075830e-01 9.438264e-01 1.002958e-01 -9.463891e-01 1.304631e-03 1.257909e-03 9.485994e-01 -3.024652e-01 3.701296e-03 8.861897e-04
61.291504 1.493583e-03 1.667737e-02 1.086980e-02 -1.328560e-03 1.219644e-02 -1.422895e-03 -8.994963e-02 9.456603e-01 8.256705e-02 -9.480668e-01 1.306178e-03 1.257764e-03 9.485233e-01 -3.026961e-01 3.703094e-03 8.853917e-04
61.340332 1.492513e-03 1.665969e-02 1.087098e-02 -1.330701e-03 1.219773e-02 -1.424989e-03 -7.228481e-02 9.471656e-01 6.481126e-02 -9.494113e-01 1.307726e-03 1.257610e-03 9.484471e-01 -3.029271e-01 3.704891e-03 8.845975e-04
61.389160 1.491394e-03 1.664208e-02 1.087215e-02 -1.332842e-03 1.219902e-02 -1.427079e-03 -5.459463e-02 9.483417e-01 4.703472e-02 -9.504223e-01 1.309277e-03 1.257448e-03 9.483709e-01 -3.031580e-01 3.706684e-03 8.838066e-04
61.437988 1.490228e-03 1.662453e-02 1.087332e-02 -1.334983e-03 1.220031e-02 -1.429167e-03 -3.688520e-02 9.491882e-01 2.924373e-02 -9.510995e-01 1.310828e-03 1.257278e-03 9.482947e-01 -3.033890e-01 3.708475e-03 8.830187e-04
61.486816 1.489014e-03 1.660704e-02 1.087449e-02 -1.337125e-03 1.220160e-02 -1.431251e-03 -1.916265e-02 9.497047e-01 1.144459e-02 -9.514426e-01 1.312380e-03 1.257101e-03 9.482184e-01 -3.036199e-01 3.710262e-03 8.822332e-04
61.535645 1.487754e-03 1.658962e-02 1.087565e-02 -1.339266e-03 1.220288e-02 -1.433333e-03 -1.432729e-03 9.498912e-01 -6.356759e-03 -9.514516e-01 1.313932e-03 1.256917e-03 9.481421e-01 -3.038508e-01 3.712045e-03 8.814497e-04
61.584473 1.486447e-03 1.657226e-02 1.087681e-02 -1.341406e-03 1.220417e-02 -1.435412e-03 1.629769e-02 9.497474e-01 -2.415329e-02 -9.511267e-01 1.315484e-03 1.256727e-03 9.480657e-01 -3.040818e-01 3.713823e-03 8.806676e-04
61.633301 1.485093e-03 1.655496e-02 1.087797e-02 -1.343546e-03 1.220545e-02 -1.437489e-03 3.402284e-02 9.492733e-01 -4.193906e-02 -9.504680e-01 1.317034e-03 1.256531e-03 9.479892e-01 -3.043127e-01 3.715596e-03 8.798865e-04
61.682129 1.483694e-03 1.653772e-02 1.087912e-02 -1.345686e-03 1.220673e-02 -1.439562e-03 5.173659e-02 9.484692e-01 -5.970779e-02 -9.494758e-01 1.318583e-03 1.256330e-03 9.479127e-01 -3.045436e-01 3.717364e-03 8.791059e-04
61.730957 1.482249e-03 1.652054e-02 1.088027e-02 -1.347824e-03 1.220801e-02 -1.441632e-03 6.943280e-02 9.473352e-01 -7.745320e-02 -9.481505e-01 1.320129e-03 1.256124e-03 9.478362e-01 -3.047746e-01 3.719126e-03 8.783252e-04
61.779785 1.480759e-03 1.650342e-02 1.088142e-02 -1.349962e-03 1.220928e-02 -1.443700e-03 8.710535e-02 9.458718e-01 -9.516901e-02 -9.464928e-01 1.321672e-03 1.255913e-03 9.477596e-01 -3.050055e-01 3.720882e-03 8.775439e-04
61.828613 1.479223e-03 1.648637e-02 1.088256e-02 -1.352099e-03 1.221056e-02 -1.445765e-03 1.047481e-01 9.440793e-01 -1.128490e-01 -9.445032e-01 1.323212e-03 1.255699e-03 9.476830e-01 -3.052364e-01 3.722632e-03 8.767615e-04
61.877441 1.477643e-03 1.646938e-02 1.088370e-02 -1.354234e-03 1.221184e-02 -1.447827e-03 1.223550e-01 9.419584e-01 -1.304868e-01 -9.421826e-01 1.324747e-03 1.255482e-03 9.476063e-01 -3.054673e-01 3.724374e-03 8.759775e-04
61.926270 1.476019e-03 1.645245e-02 1.088484e-02 -1.356368e-03 1.221312e-02 -1.449886e-03 1.399202e-01 9.395097e-01 -1.480767e-01 -9.395318e-01 1.326278e-03 1.255262e-03 9.475296e-01 -3.056983e-01 3.726109e-03 8.751913e-04
61.975098 1.474351e-03 1.643558e-02 1.088597e-02 -1.358501e-03 1.221440e-02 -1.451942e-03 1.574370e-01 9.367342e-01 -1.656118e-01 -9.365520e-01 1.327804e-03 1.255040e-03 9.474528e-01 -3.059292e-01 3.727837e-03 8.744026e-04
62.023926 1.472639e-03 1.641878e-02 1.088710e-02 -1.360633e-03 1.221568e-02 -1.453996e-03 1.748997e-01 9.336326e-01 -1.830861e-01 -9.332441e-01 1.329324e-03 1.254816e-03 9.473760e-01 -3.061601e-01 3.729556e-03 8.736107e-04
62.072754 1.470883e-03 1.640203e-02 1.088823e-02 -1.362762e-03 1.221696e-02 -1.456047e-03 1.923021e-01 9.302060e-01 -2.004936e-01 -9.296096e-01 1.330838e-03 1.254590e-03 9.472991e-01 -3.063910e-01 3.731267e-03 8.728153e-04
62.121582 1.469085e-03 1.638535e-02 1.088936e-02 -1.364891e-03 1.221824e-02 -1.458096e-03 2.096383e-01 9.264556e-01 -2.178281e-01 -9.256498e-01 1.332346e-03 1.254364e-03 9.472222e-01 -3.066219e-01 3.732970e-03 8.720159e-04
62.170410 1.467243e-03 1.636873e-02 1.089048e-02 -1.367017e-03 1.221952e-02 -1.460142e-03 2.269022e-01 9.223827e-01 -2.350835e-01 -9.213662e-01 1.333847e-03 1.254138e-03 9.471452e-01 -3.068528e-01 3.734664e-03 8.712120e-04
62.219238 1.465359e-03 1.635217e-02 1.089160e-02 -1.369141e-03 1.222081e-02 -1.462186e-03 2.440879e-01 9.179885e-01 -2.522538e-01 -9.167603e-01 1.335340e-03 1.253912e-03 9.470682e-01 -3.070837e-01 3.736349e-03 8.704033e-04
62.268066 1.463433e-03 1.633567e-02 1.089271e-02 -1.371264e-03 1.222210e-02 -1.464228e-03 2.611893e-01 9.132747e-01 -2.693329e-01 -9.118340e-01 1.336826e-03 1.253686e-03 9.469912e-01 -3.073146e-01 3.738024e-03 8.695893e-04
62.316895 1.461465e-03 1.631923e-02 1.089383e-02 -1.373385e-03 1.222339e-02 -1.466267e-03 2.782009e-01 9.082426e-01 -2.863152e-01 -9.065888e-01 1.338304e-03 1.253462e-03 9.469141e-01 -3.075454e-01 3.739691e-03 8.687696e-04
62.365723 1.459455e-03 1.630285e-02 1.089494e-02 -1.375503e-03 1.222468e-02 -1.468305e-03 2.951161e-01 9.028941e-01 -3.031940e-01 -9.010271e-01 1.339774e-03 1.253239e-03 9.468369e-01 -3.077763e-01 3.741347e-03 8.679439e-04
62.414551 1.457404e-03 1.628654e-02 1.089604e-02 -1.377619e-03 1.222597e-02 -1.470340e-03 3.119293e-01 8.972311e-01 -3.199637e-01 -8.951507e-01 1.341235e-03 1.253017e-03 9.467598e-01 -3.080072e-01 3.742994e-03 8.671120e-04
62.463379 1.455311e-03 1.627028e-02 1.089715e-02 -1.379734e-03 1.222727e-02 -1.472373e-03 3.286348e-01 8.912553e-01 -3.366185e-01 -8.889618e-01 1.342687e-03 1.252798e-03 9.466825e-01 -3.082380e-01 3.744630e-03 8.662734e-04
62.512207 1.453178e-03 1.625409e-02 1.089825e-02 -1.381845e-03 1.222857e-02 -1.474405e-03 3.452266e-01 8.849689e-01 -3.531525e-01 -8.824627e-01 1.344130e-03 1.252582e-03 9.466053e-01 -3.084688e-01 3.746257e-03 8.654280e-04
62.561035 1.451004e-03 1.623795e-02 1.089935e-02 -1.383955e-03 1.222987e-02 -1.476434e-03 3.616990e-01 8.783740e-01 -3.695600e-01 -8.756559e-01 1.345564e-03 1.252369e-03 9.465280e-01 -3.086997e-01 3.747873e-03 8.645755e-04
62.609863 1.448790e-03 1.622188e-02 1.090045e-02 -1.386062e-03 1.223118e-02 -1.478462e-03 3.780463e-01 8.714728e-01 -3.858352e-01 -8.685437e-01 1.346989e-03 1.252158e-03 9.464506e-01 -3.089305e-01 3.749479e-03 8.637157e-04
62.658691 1.446536e-03 1.620586e-02 1.090155e-02 -1.388167e-03 1.223248e-02 -1.480489e-03 3.942628e-01 8.642676e-01 -4.019725e-01 -8.611288e-01 1.348404e-03 1.251952e-03 9.463732e-01 -3.091613e-01 3.751075e-03 8.628486e-04
62.707520 1.444242e-03 1.618991e-02 1.090264e-02 -1.390270e-03 1.223380e-02 -1.482514e-03 4.103432e-01 8.567609e-01 -4.179664e-01 -8.534137e-01 1.349810e-03 1.251749e-03 9.462958e-01 -3.093921e-01 3.752660e-03 8.619738e-04
62.756348 1.441909e-03 1.617401e-02 1.090374e-02 -1.392370e-03 1.223511e-02 -1.484538e-03 4.262812e-01 8.489553e-01 -4.338109e-01 -8.454017e-01 1.351207e-03 1.251550e-03 9.462183e-01 -3.096228e-01 3.754235e-03 8.610914e-04
62.805176 1.439536e-03 1.615818e-02 1.090483e-02 -1.394468e-03 1.223643e-02 -1.486561e-03 4.420715e-01 8.408535e-01 -4.495006e-01 -8.370954e-01 1.352593e-03 1.251356e-03 9.461408e-01 -3.098536e-01 3.755799e-03 8.602013e-04
62.854004 1.437125e-03 1.614241e-02 1.090592e-02 -1.396564e-03 1.223775e-02 -1.488583e-03 4.577088e-01 8.324582e-01 -4.650302e-01 -8.284978e-01 1.353971e-03 1.251166e-03 9.460632e-01 -3.100843e-01 3.757353e-03 8.593034e-04
62.902832 1.434674e-03 1.612669e-02 1.090701e-02 -1.398657e-03 1.223908e-02 -1.490604e-03 4.731874e-01 8.237723e-01 -4.803942e-01 -8.196122e-01 1.355339e-03 1.250980e-03 9.459856e-01 -3.103150e-01 3.758896e-03 8.583978e-04
62.951660 1.432185e-03 1.611104e-02 1.090809e-02 -1.400748e-03 1.224041e-02 -1.492624e-03 4.885021e-01 8.147987e-01 -4.955873e-01 -8.104416e-01 1.356697e-03 1.250800e-03 9.459080e-01 -3.105457e-01 3.760429e-03 8.574846e-04
63.000488 1.429658e-03 1.609544e-02 1.090918e-02 -1.402837e-03 1.224174e-02 -1.494643e-03 5.036474e-01 8.055406e-01 -5.106042e-01 -8.009895e-01 1.358046e-03 1.250624e-03 9.458303e-01 -3.107764e-01 3.761952e-03 8.565638e-04
63.049316 1.427093e-03 1.607990e-02 1.091026e-02 -1.404923e-03 1.224307e-02 -1.496662e-03 5.186180e-01 7.960011e-01 -5.254398e-01 -7.912593e-01 1.359387e-03 1.250453e-03 9.457526e-01 -3.110071e-01 3.763464e-03 8.556355e-04
63.098145 1.424490e-03 1.606443e-02 1.091135e-02 -1.407007e-03 1.224441e-02 -1.498680e-03 5.334092e-01 7.861832e-01 -5.400890e-01 -7.812543e-01 1.360718e-03 1.250287e-03 9.456748e-01 -3.112377e-01 3.764966e-03 8.547000e-04
63.146973 1.421850e-03 1.604901e-02 1.091243e-02 -1.409090e-03 1.224576e-02 -1.500698e-03 5.480149e-01 7.760908e-01 -5.545464e-01 -7.709784e-01 1.362041e-03 1.250127e-03 9.455970e-01 -3.114684e-01 3.766458e-03 8.537573e-04
63.195801 1.419172e-03 1.603365e-02 1.091351e-02 -1.411170e-03 1.224710e-02 -1.502716e-03 5.624306e-01 7.657271e-01 -5.688072e-01 -7.604353e-01 1.363355e-03 1.249971e-03 9.455192e-01 -3.116990e-01 3.767940e-03 8.528077e-04
63.244629 1.416457e-03 1.601834e-02 1.091459e-02 -1.413248e-03 1.224845e-02 -1.504733e-03 5.766510e-01 7.550957e-01 -5.828664e-01 -7.496286e-01 1.364661e-03 1.249820e-03 9.454413e-01 -3.119295e-01 3.769413e-03 8.518516e-04
63.293457 1.413706e-03 1.600310e-02 1.091567e-02 -1.415324e-03 1.224981e-02 -1.506750e-03 5.906713e-01 7.442001e-01 -5.967192e-01 -7.385624e-01 1.365959e-03 1.249675e-03 9.453633e-01 -3.121601e-01 3.770875e-03 8.508890e-04
63.342285 1.410918e-03 1.598792e-02 1.091675e-02 -1.417398e-03 1.225116e-02 -1.508768e-03 6.044865e-01 7.330443e-01 -6.103609e-01 -7.272405e-01 1.367250e-03 1.249534e-03 9.452854e-01 -3.123906e-01 3.772328e-03 8.499205e-04
63.391113 1.408094e-03 1.597279e-02 1.091783e-02 -1.419471e-03 1.225252e-02 -1.510785e-03 6.180918e-01 7.216319e-01 -6.237867e-01 -7.156670e-01 1.368533e-03 1.249399e-03 9.452074e-01 -3.126211e-01 3.773772e-03 8.489463e-04
63.439941 1.405234e-03 1.595772e-02 1.091890e-02 -1.421542e-03 1.225388e-02 -1.512803e-03 6.314823e-01 7.099670e-01 -6.369920e-01 -7.038461e-01 1.369809e-03 1.249268e-03 9.451293e-01 -3.128516e-01 3.775207e-03 8.479667e-04
63.488770 1.402337e-03 1.594271e-02 1.091998e-02 -1.423612e-03 1.225525e-02 -1.514821e-03 6.446537e-01 6.980533e-01 -6.499726e-01 -6.917817e-01 1.371079e-03 1.249142e-03 9.450513e-01 -3.130820e-01 3.776632e-03 8.469823e-04
63.537598 1.399406e-03 1.592775e-02 1.092106e-02 -1.425680e-03 1.225662e-02 -1.516839e-03 6.576009e-01 6.858953e-01 -6.627234e-01 -6.794787e-01 1.372343e-03 1.249020e-03 9.449731e-01 -3.133125e-01 3.778049e-03 8.459934e-04
63.586426 1.396439e-03 1.591286e-02 1.092214e-02 -1.427746e-03 1.225799e-02 -1.518858e-03 6.703194e-01 6.734972e-01 -6.752403e-01 -6.669413e-01 1.373601e-03 1.248902e-03 9.448950e-01 -3.135428e-01 3.779458e-03 8.450005e-04
