# freq, re(lna), im(lna), re(amb), im(amb), re(hot), im(hot), re(open), im(open), re(short), im(short), re(sr_s11), im(sr_s11_, re(sr_s12), im(sr_s12), re(sr_s22_, im(sr_s22)
78.332520 -2.376861e-04 1.319849e-02 1.121208e-02 -2.080582e-03 1.260155e-02 -2.144995e-03 1.289925e-01 9.343784e-01 -1.423757e-01 -9.334521e-01 1.758241e-03 1.187785e-03 9.186283e-01 -3.820038e-01 4.172383e-03 5.412408e-04
78.381348 -2.448100e-04 1.319366e-02 1.121292e-02 -2.082747e-03 1.260249e-02 -2.147077e-03 1.463686e-01 9.318205e-01 -1.598232e-01 -9.305731e-01 1.759347e-03 1.187614e-03 9.185332e-01 -3.822270e-01 4.173914e-03 5.397512e-04
78.430176 -2.519512e-04 1.318885e-02 1.121377e-02 -2.084913e-03 1.260343e-02 -2.149160e-03 1.636949e-01 9.289403e-01 -1.772115e-01 -9.273677e-01 1.760447e-03 1.187446e-03 9.184381e-01 -3.824501e-01 4.175465e-03 5.382543e-04
78.479004 -2.591096e-04 1.318406e-02 1.121462e-02 -2.087078e-03 1.260437e-02 -2.151243e-03 1.809658e-01 9.257386e-01 -1.945344e-01 -9.238371e-01 1.761542e-03 1.187282e-03 9.183430e-01 -3.826732e-01 4.177034e-03 5.367507e-04
78.527832 -2.662851e-04 1.317929e-02 1.121547e-02 -2.089244e-03 1.260531e-02 -2.153327e-03 1.981751e-01 9.222164e-01 -2.117858e-01 -9.199827e-01 1.762633e-03 1.187120e-03 9.182477e-01 -3.828963e-01 4.178622e-03 5.352410e-04
78.576660 -2.734777e-04 1.317454e-02 1.121632e-02 -2.091409e-03 1.260625e-02 -2.155411e-03 2.153169e-01 9.183750e-01 -2.289597e-01 -9.158059e-01 1.763720e-03 1.186962e-03 9.181525e-01 -3.831194e-01 4.180227e-03 5.337259e-04
78.625488 -2.806874e-04 1.316981e-02 1.121717e-02 -2.093575e-03 1.260719e-02 -2.157496e-03 2.323855e-01 9.142155e-01 -2.460500e-01 -9.113083e-01 1.764803e-03 1.186807e-03 9.180571e-01 -3.833424e-01 4.181849e-03 5.322059e-04
78.674316 -2.879141e-04 1.316509e-02 1.121802e-02 -2.095740e-03 1.260813e-02 -2.159583e-03 2.493748e-01 9.097394e-01 -2.630508e-01 -9.064916e-01 1.765883e-03 1.186655e-03 9.179617e-01 -3.835654e-01 4.183487e-03 5.306819e-04
78.723145 -2.951579e-04 1.316040e-02 1.121887e-02 -2.097907e-03 1.260907e-02 -2.161670e-03 2.662794e-01 9.049479e-01 -2.799564e-01 -9.013576e-01 1.766962e-03 1.186505e-03 9.178663e-01 -3.837883e-01 4.185140e-03 5.291543e-04
78.771973 -3.024185e-04 1.315572e-02 1.121971e-02 -2.100073e-03 1.261001e-02 -2.163758e-03 2.830928e-01 8.998429e-01 -2.967601e-01 -8.959084e-01 1.768038e-03 1.186358e-03 9.177707e-01 -3.840113e-01 4.186806e-03 5.276239e-04
78.820801 -3.096961e-04 1.315106e-02 1.122056e-02 -2.102240e-03 1.261095e-02 -2.165847e-03 2.998095e-01 8.944261e-01 -3.134566e-01 -8.901460e-01 1.769114e-03 1.186214e-03 9.176751e-01 -3.842342e-01 4.188485e-03 5.260914e-04
78.869629 -3.169904e-04 1.314642e-02 1.122141e-02 -2.104408e-03 1.261189e-02 -2.167937e-03 3.164238e-01 8.886990e-01 -3.300398e-01 -8.840724e-01 1.770188e-03 1.186071e-03 9.175795e-01 -3.844571e-01 4.190177e-03 5.245574e-04
78.918457 -3.243016e-04 1.314180e-02 1.122226e-02 -2.106576e-03 1.261283e-02 -2.170028e-03 3.329298e-01 8.826638e-01 -3.465041e-01 -8.776900e-01 1.771263e-03 1.185931e-03 9.174838e-01 -3.846799e-01 4.191878e-03 5.230227e-04
78.967285 -3.316295e-04 1.313720e-02 1.122310e-02 -2.108745e-03 1.261376e-02 -2.172121e-03 3.493220e-01 8.763223e-01 -3.628436e-01 -8.710011e-01 1.772339e-03 1.185793e-03 9.173880e-01 -3.849027e-01 4.193590e-03 5.214878e-04
79.016113 -3.389740e-04 1.313262e-02 1.122395e-02 -2.110915e-03 1.261470e-02 -2.174215e-03 3.655945e-01 8.696767e-01 -3.790527e-01 -8.640082e-01 1.773416e-03 1.185656e-03 9.172922e-01 -3.851255e-01 4.195309e-03 5.199536e-04
79.064941 -3.463352e-04 1.312805e-02 1.122480e-02 -2.113085e-03 1.261563e-02 -2.176310e-03 3.817419e-01 8.627292e-01 -3.951257e-01 -8.567139e-01 1.774494e-03 1.185521e-03 9.171962e-01 -3.853483e-01 4.197036e-03 5.184207e-04
79.113770 -3.537131e-04 1.312350e-02 1.122564e-02 -2.115257e-03 1.261657e-02 -2.178407e-03 3.977589e-01 8.554820e-01 -4.110573e-01 -8.491208e-01 1.775575e-03 1.185388e-03 9.171003e-01 -3.855710e-01 4.198768e-03 5.168896e-04
79.162598 -3.611072e-04 1.311897e-02 1.122649e-02 -2.117430e-03 1.261750e-02 -2.180506e-03 4.136392e-01 8.479378e-01 -4.268414e-01 -8.412318e-01 1.776659e-03 1.185255e-03 9.170042e-01 -3.857937e-01 4.200505e-03 5.153612e-04
79.211426 -3.685179e-04 1.311446e-02 1.122733e-02 -2.119604e-03 1.261843e-02 -2.182606e-03 4.293776e-01 8.400989e-01 -4.424727e-01 -8.330498e-01 1.777747e-03 1.185124e-03 9.169081e-01 -3.860164e-01 4.202245e-03 5.138361e-04
79.260254 -3.759448e-04 1.310996e-02 1.122817e-02 -2.121779e-03 1.261936e-02 -2.184707e-03 4.449688e-01 8.319680e-01 -4.579459e-01 -8.245778e-01 1.778838e-03 1.184993e-03 9.168120e-01 -3.862390e-01 4.203987e-03 5.123149e-04
79.309082 -3.833880e-04 1.310549e-02 1.122901e-02 -2.123955e-03 1.262029e-02 -2.186811e-03 4.604073e-01 8.235479e-01 -4.732556e-01 -8.158189e-01 1.779934e-03 1.184863e-03 9.167157e-01 -3.864617e-01 4.205729e-03 5.107983e-04
79.357910 -3.908474e-04 1.310103e-02 1.122985e-02 -2.126133e-03 1.262121e-02 -2.188916e-03 4.756877e-01 8.148413e-01 -4.883964e-01 -8.067762e-01 1.781035e-03 1.184733e-03 9.166194e-01 -3.866842e-01 4.207470e-03 5.092868e-04
79.406738 -3.983229e-04 1.309659e-02 1.123069e-02 -2.128312e-03 1.262214e-02 -2.191022e-03 4.908047e-01 8.058511e-01 -5.033632e-01 -7.974531e-01 1.782142e-03 1.184604e-03 9.165230e-01 -3.869068e-01 4.209210e-03 5.077812e-04
79.455566 -4.058144e-04 1.309216e-02 1.123153e-02 -2.130493e-03 1.262306e-02 -2.193131e-03 5.057530e-01 7.965805e-01 -5.181507e-01 -7.878529e-01 1.783254e-03 1.184474e-03 9.164266e-01 -3.871293e-01 4.210945e-03 5.062819e-04
79.504395 -4.133220e-04 1.308776e-02 1.123236e-02 -2.132675e-03 1.262398e-02 -2.195241e-03 5.205279e-01 7.870323e-01 -5.327541e-01 -7.779789e-01 1.784373e-03 1.184345e-03 9.163301e-01 -3.873518e-01 4.212676e-03 5.047895e-04
79.553223 -4.208453e-04 1.308337e-02 1.123319e-02 -2.134859e-03 1.262490e-02 -2.197354e-03 5.351234e-01 7.772101e-01 -5.471678e-01 -7.678352e-01 1.785499e-03 1.184215e-03 9.162335e-01 -3.875743e-01 4.214400e-03 5.033047e-04
79.602051 -4.283844e-04 1.307900e-02 1.123402e-02 -2.137045e-03 1.262582e-02 -2.199468e-03 5.495348e-01 7.671171e-01 -5.613872e-01 -7.574251e-01 1.786632e-03 1.184084e-03 9.161369e-01 -3.877968e-01 4.216116e-03 5.018279e-04
79.650879 -4.359392e-04 1.307465e-02 1.123485e-02 -2.139232e-03 1.262673e-02 -2.201583e-03 5.637572e-01 7.567566e-01 -5.754073e-01 -7.467524e-01 1.787773e-03 1.183952e-03 9.160402e-01 -3.880192e-01 4.217823e-03 5.003596e-04
79.699707 -4.435095e-04 1.307031e-02 1.123568e-02 -2.141421e-03 1.262764e-02 -2.203701e-03 5.777854e-01 7.461322e-01 -5.892233e-01 -7.358211e-01 1.788921e-03 1.183820e-03 9.159434e-01 -3.882416e-01 4.219519e-03 4.989003e-04
79.748535 -4.510954e-04 1.306599e-02 1.123651e-02 -2.143612e-03 1.262855e-02 -2.205821e-03 5.916147e-01 7.352474e-01 -6.028305e-01 -7.246350e-01 1.790078e-03 1.183686e-03 9.158465e-01 -3.884640e-01 4.221204e-03 4.974505e-04
79.797363 -4.586967e-04 1.306169e-02 1.123733e-02 -2.145804e-03 1.262946e-02 -2.207943e-03 6.052401e-01 7.241060e-01 -6.162241e-01 -7.131981e-01 1.791244e-03 1.183551e-03 9.157496e-01 -3.886863e-01 4.222875e-03 4.960106e-04
79.846191 -4.663132e-04 1.305740e-02 1.123815e-02 -2.147999e-03 1.263036e-02 -2.210066e-03 6.186569e-01 7.127117e-01 -6.293997e-01 -7.015145e-01 1.792418e-03 1.183415e-03 9.156526e-01 -3.889086e-01 4.224532e-03 4.945811e-04
79.895020 -4.739452e-04 1.305314e-02 1.123897e-02 -2.150196e-03 1.263126e-02 -2.212192e-03 6.318607e-01 7.010682e-01 -6.423529e-01 -6.895883e-01 1.793602e-03 1.183276e-03 9.155556e-01 -3.891309e-01 4.226173e-03 4.931621e-04
79.943848 -4.815921e-04 1.304888e-02 1.123978e-02 -2.152394e-03 1.263216e-02 -2.214319e-03 6.448462e-01 6.891798e-01 -6.550787e-01 -6.774242e-01 1.794794e-03 1.183136e-03 9.154584e-01 -3.893531e-01 4.227797e-03 4.917542e-04
79.992676 -4.892540e-04 1.304465e-02 1.124059e-02 -2.154594e-03 1.263306e-02 -2.216448e-03 6.576093e-01 6.770504e-01 -6.675732e-01 -6.650262e-01 1.795997e-03 1.182993e-03 9.153613e-01 -3.895754e-01 4.229403e-03 4.903576e-04
80.041504 -4.969308e-04 1.304043e-02 1.124140e-02 -2.156797e-03 1.263395e-02 -2.218579e-03 6.701453e-01 6.646842e-01 -6.798320e-01 -6.523988e-01 1.797208e-03 1.182848e-03 9.152640e-01 -3.897976e-01 4.230990e-03 4.889726e-04
80.090332 -5.046224e-04 1.303623e-02 1.124221e-02 -2.159001e-03 1.263484e-02 -2.220712e-03 6.824499e-01 6.520852e-01 -6.918510e-01 -6.395466e-01 1.798430e-03 1.182701e-03 9.151667e-01 -3.900197e-01 4.232556e-03 4.875995e-04
80.139160 -5.123287e-04 1.303205e-02 1.124302e-02 -2.161208e-03 1.263572e-02 -2.222847e-03 6.945188e-01 6.392579e-01 -7.036261e-01 -6.264740e-01 1.799661e-03 1.182550e-03 9.150693e-01 -3.902419e-01 4.234100e-03 4.862385e-04
80.187988 -5.200497e-04 1.302788e-02 1.124382e-02 -2.163416e-03 1.263661e-02 -2.224984e-03 7.063476e-01 6.262065e-01 -7.151533e-01 -6.131858e-01 1.800902e-03 1.182397e-03 9.149718e-01 -3.904640e-01 4.235622e-03 4.848897e-04
80.236816 -5.277851e-04 1.302373e-02 1.124462e-02 -2.165626e-03 1.263749e-02 -2.227122e-03 7.179323e-01 6.129356e-01 -7.264286e-01 -5.996867e-01 1.802153e-03 1.182241e-03 9.148743e-01 -3.906861e-01 4.237120e-03 4.835533e-04
80.285645 -5.355350e-04 1.301960e-02 1.124541e-02 -2.167839e-03 1.263836e-02 -2.229263e-03 7.292688e-01 5.994494e-01 -7.374485e-01 -5.859811e-01 1.803414e-03 1.182082e-03 9.147767e-01 -3.909082e-01 4.238593e-03 4.822294e-04
80.334473 -5.432991e-04 1.301549e-02 1.124620e-02 -2.170053e-03 1.263924e-02 -2.231405e-03 7.403529e-01 5.857530e-01 -7.482087e-01 -5.720746e-01 1.804684e-03 1.181919e-03 9.146791e-01 -3.911302e-01 4.240041e-03 4.809181e-04
80.383301 -5.510774e-04 1.301139e-02 1.124699e-02 -2.172270e-03 1.264011e-02 -2.233548e-03 7.511807e-01 5.718510e-01 -7.587060e-01 -5.579717e-01 1.805965e-03 1.181753e-03 9.145814e-01 -3.913522e-01 4.241463e-03 4.796195e-04
80.432129 -5.588697e-04 1.300730e-02 1.124778e-02 -2.174488e-03 1.264097e-02 -2.235694e-03 7.617484e-01 5.577480e-01 -7.689367e-01 -5.436775e-01 1.807255e-03 1.181583e-03 9.144836e-01 -3.915742e-01 4.242858e-03 4.783335e-04
80.480957 -5.666759e-04 1.300324e-02 1.124856e-02 -2.176708e-03 1.264184e-02 -2.237841e-03 7.720522e-01 5.434488e-01 -7.788974e-01 -5.291970e-01 1.808554e-03 1.181410e-03 9.143858e-01 -3.917962e-01 4.244225e-03 4.770602e-04
80.529785 -5.744960e-04 1.299919e-02 1.124934e-02 -2.178931e-03 1.264270e-02 -2.239989e-03 7.820885e-01 5.289584e-01 -7.885848e-01 -5.145353e-01 1.809863e-03 1.181232e-03 9.142878e-01 -3.920181e-01 4.245564e-03 4.757995e-04
80.578613 -5.823299e-04 1.299515e-02 1.125012e-02 -2.181155e-03 1.264356e-02 -2.242139e-03 7.918538e-01 5.142818e-01 -7.979955e-01 -4.996977e-01 1.811181e-03 1.181051e-03 9.141899e-01 -3.922400e-01 4.246874e-03 4.745513e-04
80.627441 -5.901773e-04 1.299114e-02 1.125089e-02 -2.183381e-03 1.264441e-02 -2.244291e-03 8.013444e-01 4.994240e-01 -8.071265e-01 -4.846892e-01 1.812507e-03 1.180865e-03 9.140919e-01 -3.924619e-01 4.248154e-03 4.733155e-04
80.676270 -5.980384e-04 1.298714e-02 1.125166e-02 -2.185609e-03 1.264526e-02 -2.246444e-03 8.105573e-01 4.843898e-01 -8.159749e-01 -4.695150e-01 1.813843e-03 1.180676e-03 9.139938e-01 -3.926838e-01 4.249405e-03 4.720920e-04
80.725098 -6.059128e-04 1.298315e-02 1.125242e-02 -2.187838e-03 1.264611e-02 -2.248598e-03 8.194887e-01 4.691850e-01 -8.245373e-01 -4.541810e-01 1.815187e-03 1.180481e-03 9.138956e-01 -3.929056e-01 4.250626e-03 4.708806e-04
80.773926 -6.138005e-04 1.297919e-02 1.125319e-02 -2.190070e-03 1.264695e-02 -2.250754e-03 8.281355e-01 4.538145e-01 -8.328111e-01 -4.386922e-01 1.816539e-03 1.180283e-03 9.137974e-01 -3.931274e-01 4.251816e-03 4.696810e-04
80.822754 -6.217013e-04 1.297523e-02 1.125395e-02 -2.192303e-03 1.264779e-02 -2.252911e-03 8.364948e-01 4.382837e-01 -8.407936e-01 -4.230540e-01 1.817898e-03 1.180080e-03 9.136991e-01 -3.933492e-01 4.252975e-03 4.684931e-04
80.871582 -6.296152e-04 1.297130e-02 1.125470e-02 -2.194537e-03 1.264863e-02 -2.255069e-03 8.445635e-01 4.225978e-01 -8.484820e-01 -4.072721e-01 1.819266e-03 1.179872e-03 9.136008e-01 -3.935710e-01 4.254104e-03 4.673166e-04
80.920410 -6.375420e-04 1.296738e-02 1.125545e-02 -2.196773e-03 1.264946e-02 -2.257228e-03 8.523387e-01 4.067624e-01 -8.558739e-01 -3.913519e-01 1.820640e-03 1.179660e-03 9.135024e-01 -3.937927e-01 4.255202e-03 4.661512e-04
80.969238 -6.454817e-04 1.296348e-02 1.125620e-02 -2.199011e-03 1.265029e-02 -2.259388e-03 8.598175e-01 3.907828e-01 -8.629667e-01 -3.752989e-01 1.822021e-03 1.179442e-03 9.134040e-01 -3.940144e-01 4.256269e-03 4.649965e-04
81.018066 -6.534341e-04 1.295959e-02 1.125695e-02 -2.201250e-03 1.265112e-02 -2.261550e-03 8.669973e-01 3.746646e-01 -8.697583e-01 -3.591189e-01 1.823408e-03 1.179221e-03 9.133055e-01 -3.942361e-01 4.257306e-03 4.638523e-04
81.066895 -6.613994e-04 1.295573e-02 1.125769e-02 -2.203491e-03 1.265194e-02 -2.263712e-03 8.738756e-01 3.584131e-01 -8.762464e-01 -3.428170e-01 1.824802e-03 1.178994e-03 9.132069e-01 -3.944578e-01 4.258312e-03 4.627181e-04
81.115723 -6.693769e-04 1.295187e-02 1.125843e-02 -2.205733e-03 1.265276e-02 -2.265875e-03 8.804496e-01 3.420346e-01 -8.824287e-01 -3.263998e-01 1.826201e-03 1.178762e-03 9.131083e-01 -3.946794e-01 4.259287e-03 4.615937e-04
81.164551 -6.773669e-04 1.294804e-02 1.125916e-02 -2.207976e-03 1.265358e-02 -2.268040e-03 8.867170e-01 3.255344e-01 -8.883033e-01 -3.098725e-01 1.827605e-03 1.178526e-03 9.130097e-01 -3.949010e-01 4.260233e-03 4.604785e-04
81.213379 -6.853692e-04 1.294422e-02 1.125990e-02 -2.210221e-03 1.265439e-02 -2.270204e-03 8.926756e-01 3.089182e-01 -8.938683e-01 -2.932409e-01 1.829013e-03 1.178285e-03 9.129110e-01 -3.951226e-01 4.261149e-03 4.593722e-04
81.262207 -6.933836e-04 1.294041e-02 1.126062e-02 -2.212466e-03 1.265521e-02 -2.272370e-03 8.983232e-01 2.921918e-01 -8.991218e-01 -2.765109e-01 1.830426e-03 1.178038e-03 9.128122e-01 -3.953442e-01 4.262035e-03 4.582743e-04
81.311035 -7.014102e-04 1.293663e-02 1.126135e-02 -2.214713e-03 1.265601e-02 -2.274536e-03 9.036576e-01 2.753610e-01 -9.040623e-01 -2.596882e-01 1.831843e-03 1.177787e-03 9.127134e-01 -3.955658e-01 4.262893e-03 4.571843e-04
81.359863 -7.094487e-04 1.293286e-02 1.126207e-02 -2.216961e-03 1.265682e-02 -2.276703e-03 9.086769e-01 2.584317e-01 -9.086880e-01 -2.427787e-01 1.833263e-03 1.177531e-03 9.126145e-01 -3.957873e-01 4.263723e-03 4.561018e-04
81.408691 -7.174991e-04 1.292910e-02 1.126279e-02 -2.219210e-03 1.265762e-02 -2.278871e-03 9.133794e-01 2.414098e-01 -9.129976e-01 -2.257883e-01 1.834685e-03 1.177270e-03 9.125156e-01 -3.960088e-01 4.264526e-03 4.550264e-04
81.457520 -7.255615e-04 1.292536e-02 1.126351e-02 -2.221459e-03 1.265842e-02 -2.281039e-03 9.177632e-01 2.243008e-01 -9.169897e-01 -2.087226e-01 1.836111e-03 1.177004e-03 9.124167e-01 -3.962303e-01 4.265302e-03 4.539573e-04
81.506348 -7.336353e-04 1.292164e-02 1.126422e-02 -2.223710e-03 1.265922e-02 -2.283208e-03 9.218265e-01 2.071114e-01 -9.206630e-01 -1.915880e-01 1.837538e-03 1.176733e-03 9.123177e-01 -3.964517e-01 4.266052e-03 4.528943e-04
81.555176 -7.417207e-04 1.291794e-02 1.126493e-02 -2.225961e-03 1.266002e-02 -2.285376e-03 9.255680e-01 1.898473e-01 -9.240162e-01 -1.743903e-01 1.838966e-03 1.176458e-03 9.122186e-01 -3.966732e-01 4.266777e-03 4.518368e-04
81.604004 -7.498176e-04 1.291425e-02 1.126564e-02 -2.228213e-03 1.266081e-02 -2.287546e-03 9.289863e-01 1.725145e-01 -9.270485e-01 -1.571354e-01 1.840395e-03 1.176177e-03 9.121195e-01 -3.968946e-01 4.267478e-03 4.507842e-04
81.652832 -7.579259e-04 1.291058e-02 1.126635e-02 -2.230466e-03 1.266160e-02 -2.289715e-03 9.320799e-01 1.551190e-01 -9.297589e-01 -1.398292e-01 1.841825e-03 1.175892e-03 9.120203e-01 -3.971160e-01 4.268156e-03 4.497361e-04
81.701660 -7.660454e-04 1.290692e-02 1.126705e-02 -2.232719e-03 1.266239e-02 -2.291885e-03 9.348477e-01 1.376670e-01 -9.321465e-01 -1.224778e-01 1.843255e-03 1.175602e-03 9.119212e-01 -3.973373e-01 4.268812e-03 4.486918e-04
81.750488 -7.741762e-04 1.290328e-02 1.126775e-02 -2.234972e-03 1.266317e-02 -2.294055e-03 9.372888e-01 1.201645e-01 -9.342107e-01 -1.050872e-01 1.844685e-03 1.175307e-03 9.118219e-01 -3.975587e-01 4.269446e-03 4.476509e-04
81.799316 -7.823180e-04 1.289966e-02 1.126845e-02 -2.237226e-03 1.266396e-02 -2.296225e-03 9.394019e-01 1.026177e-01 -9.359508e-01 -8.766325e-02 1.846113e-03 1.175008e-03 9.117226e-01 -3.977800e-01 4.270061e-03 4.466128e-04
81.848145 -7.904710e-04 1.289605e-02 1.126914e-02 -2.239481e-03 1.266474e-02 -2.298396e-03 9.411865e-01 8.503237e-02 -9.373665e-01 -7.021174e-02 1.847541e-03 1.174704e-03 9.116233e-01 -3.980013e-01 4.270657e-03 4.455770e-04
81.896973 -7.986347e-04 1.289247e-02 1.126983e-02 -2.241736e-03 1.266552e-02 -2.300566e-03 9.426416e-01 6.741537e-02 -9.384571e-01 -5.273937e-02 1.848966e-03 1.174396e-03 9.115239e-01 -3.982226e-01 4.271235e-03 4.445430e-04
81.945801 -8.068092e-04 1.288889e-02 1.127053e-02 -2.243991e-03 1.266629e-02 -2.302737e-03 9.437668e-01 4.977255e-02 -9.392227e-01 -3.525181e-02 1.850390e-03 1.174084e-03 9.114245e-01 -3.984439e-01 4.271797e-03 4.435102e-04
81.994629 -8.149945e-04 1.288534e-02 1.127121e-02 -2.246246e-03 1.266707e-02 -2.304907e-03 9.445614e-01 3.211009e-02 -9.396628e-01 -1.775508e-02 1.851811e-03 1.173767e-03 9.113251e-01 -3.986651e-01 4.272344e-03 4.424782e-04
82.043457 -8.231905e-04 1.288180e-02 1.127190e-02 -2.248501e-03 1.266784e-02 -2.307078e-03 9.450252e-01 1.443421e-02 -9.397776e-01 -2.551983e-04 1.853230e-03 1.173446e-03 9.112256e-01 -3.988863e-01 4.272878e-03 4.414464e-04
82.092285 -8.313970e-04 1.287828e-02 1.127258e-02 -2.250757e-03 1.266862e-02 -2.309248e-03 9.451578e-01 -3.248878e-03 -9.395671e-01 1.724181e-02 1.854645e-03 1.173121e-03 9.111261e-01 -3.991075e-01 4.273398e-03 4.404143e-04
82.141113 -8.396140e-04 1.287477e-02 1.127327e-02 -2.253013e-03 1.266939e-02 -2.311419e-03 9.449591e-01 -2.093295e-02 -9.390315e-01 3.472992e-02 1.856056e-03 1.172792e-03 9.110265e-01 -3.993287e-01 4.273908e-03 4.393815e-04
82.189941 -8.478414e-04 1.287128e-02 1.127395e-02 -2.255268e-03 1.267016e-02 -2.313589e-03 9.444291e-01 -3.861178e-02 -9.381710e-01 5.220314e-02 1.857464e-03 1.172459e-03 9.109269e-01 -3.995499e-01 4.274408e-03 4.383475e-04
82.238770 -8.560793e-04 1.286781e-02 1.127463e-02 -2.257524e-03 1.267092e-02 -2.315760e-03 9.435679e-01 -5.627950e-02 -9.369860e-01 6.965581e-02 1.858868e-03 1.172122e-03 9.108272e-01 -3.997710e-01 4.274900e-03 4.373118e-04
82.287598 -8.643273e-04 1.286436e-02 1.127530e-02 -2.259779e-03 1.267169e-02 -2.317930e-03 9.423757e-01 -7.392915e-02 -9.354771e-01 8.708123e-02 1.860267e-03 1.171782e-03 9.107275e-01 -3.999921e-01 4.275385e-03 4.362739e-04
82.336426 -8.725856e-04 1.286092e-02 1.127598e-02 -2.262035e-03 1.267246e-02 -2.320100e-03 9.408527e-01 -9.155488e-02 -9.336449e-01 1.044738e-01 1.861661e-03 1.171438e-03 9.106278e-01 -4.002132e-01 4.275865e-03 4.352336e-04
82.385254 -8.808539e-04 1.285750e-02 1.127666e-02 -2.264290e-03 1.267322e-02 -2.322270e-03 9.389996e-01 -1.091505e-01 -9.314901e-01 1.218275e-01 1.863051e-03 1.171090e-03 9.105281e-01 -4.004343e-01 4.276341e-03 4.341902e-04
82.434082 -8.891323e-04 1.285410e-02 1.127733e-02 -2.266545e-03 1.267398e-02 -2.324440e-03 9.368167e-01 -1.267097e-01 -9.290135e-01 1.391364e-01 1.864435e-03 1.170740e-03 9.104282e-01 -4.006553e-01 4.276814e-03 4.331436e-04
82.482910 -8.974207e-04 1.285071e-02 1.127800e-02 -2.268800e-03 1.267474e-02 -2.326610e-03 9.343048e-01 -1.442263e-01 -9.262160e-01 1.563947e-01 1.865814e-03 1.170386e-03 9.103284e-01 -4.008764e-01 4.277286e-03 4.320932e-04
82.531738 -9.057191e-04 1.284734e-02 1.127867e-02 -2.271055e-03 1.267550e-02 -2.328779e-03 9.314648e-01 -1.616942e-01 -9.230987e-01 1.735963e-01 1.867188e-03 1.170029e-03 9.102285e-01 -4.010974e-01 4.277758e-03 4.310387e-04
82.580566 -9.140273e-04 1.284399e-02 1.127934e-02 -2.273310e-03 1.267626e-02 -2.330949e-03 9.282974e-01 -1.791071e-01 -9.196629e-01 1.907353e-01 1.868556e-03 1.169669e-03 9.101286e-01 -4.013184e-01 4.278232e-03 4.299798e-04
82.629395 -9.223456e-04 1.284066e-02 1.128001e-02 -2.275564e-03 1.267702e-02 -2.333118e-03 9.248037e-01 -1.964593e-01 -9.159095e-01 2.078064e-01 1.869918e-03 1.169306e-03 9.100287e-01 -4.015393e-01 4.278709e-03 4.289162e-04
82.678223 -9.306734e-04 1.283734e-02 1.128068e-02 -2.277818e-03 1.267778e-02 -2.335288e-03 9.209850e-01 -2.137439e-01 -9.118402e-01 2.248029e-01 1.871275e-03 1.168941e-03 9.099287e-01 -4.017603e-01 4.279191e-03 4.278476e-04
82.727051 -9.390110e-04 1.283404e-02 1.128135e-02 -2.280072e-03 1.267854e-02 -2.337457e-03 9.168424e-01 -2.309551e-01 -9.074564e-01 2.417194e-01 1.872625e-03 1.168573e-03 9.098286e-01 -4.019812e-01 4.279678e-03 4.267737e-04
82.775879 -9.473583e-04 1.283076e-02 1.128202e-02 -2.282325e-03 1.267930e-02 -2.339626e-03 9.123774e-01 -2.480868e-01 -9.027597e-01 2.585501e-01 1.873970e-03 1.168203e-03 9.097286e-01 -4.022021e-01 4.280173e-03 4.256944e-04
82.824707 -9.557152e-04 1.282750e-02 1.128268e-02 -2.284579e-03 1.268005e-02 -2.341795e-03 9.075915e-01 -2.651329e-01 -8.977517e-01 2.752892e-01 1.875308e-03 1.167830e-03 9.096285e-01 -4.024230e-01 4.280677e-03 4.246093e-04
82.873535 -9.640817e-04 1.282426e-02 1.128335e-02 -2.286832e-03 1.268081e-02 -2.343964e-03 9.024862e-01 -2.820874e-01 -8.924342e-01 2.919311e-01 1.876641e-03 1.167455e-03 9.095283e-01 -4.026438e-01 4.281190e-03 4.235182e-04
82.922363 -9.724578e-04 1.282103e-02 1.128401e-02 -2.289085e-03 1.268156e-02 -2.346134e-03 8.970633e-01 -2.989443e-01 -8.868091e-01 3.084700e-01 1.877967e-03 1.167079e-03 9.094281e-01 -4.028647e-01 4.281714e-03 4.224211e-04
82.971191 -9.808434e-04 1.281782e-02 1.128468e-02 -2.291337e-03 1.268232e-02 -2.348303e-03 8.913246e-01 -3.156976e-01 -8.808784e-01 3.249003e-01 1.879288e-03 1.166700e-03 9.093279e-01 -4.030855e-01 4.282250e-03 4.213178e-04
83.020020 -9.892387e-04 1.281463e-02 1.128534e-02 -2.293589e-03 1.268307e-02 -2.350472e-03 8.852720e-01 -3.323417e-01 -8.746441e-01 3.412168e-01 1.880602e-03 1.166320e-03 9.092277e-01 -4.033063e-01 4.282800e-03 4.202081e-04
83.068848 -9.976433e-04 1.281146e-02 1.128601e-02 -2.295841e-03 1.268382e-02 -2.352641e-03 8.789079e-01 -3.488699e-01 -8.681087e-01 3.574132e-01 1.881911e-03 1.165938e-03 9.091274e-01 -4.035271e-01 4.283364e-03 4.190919e-04
83.117676 -1.006057e-03 1.280830e-02 1.128667e-02 -2.298093e-03 1.268458e-02 -2.354810e-03 8.722342e-01 -3.652768e-01 -8.612742e-01 3.734843e-01 1.883214e-03 1.165554e-03 9.090270e-01 -4.037478e-01 4.283944e-03 4.179692e-04
